#OTU ID,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,Taxonomy,Taxon,Taxon Level,Trophic Mode,Guild,Confidence Ranking,Growth Morphology,Trait,Notes,Citation/Source
4,9320,2786,0,1313,3105,847,816,6784,2001,1431,10012,2019,8848,0,0,1454,29232,1466,10500,43133,836,125,3794,471,20741,7724,410,460,64902,525,18320,1443,14730,25150,23547,21560,0,0,13636,32855,SS|1.0000|MF569495|SH220112.07FU;k:Fungi,-,-,-,-,-,-,-,Unassigned,-
2,9917,12454,10058,31562,663,16425,2461,6117,31378,25469,12087,5987,2007,17962,12368,17539,11746,14820,10899,704,875,214,3335,1474,2250,5652,6574,31695,0,3798,987,2317,8111,4643,3507,263,910,1791,1776,5297,GS|98.0|MF570742|SH220112.07FU;k:Fungi,-,-,-,-,-,-,-,Unassigned,-
3,11929,3582,2458,4886,808,12958,10613,1846,21443,2820,4548,4760,10418,11781,7340,13207,9737,11114,10110,1334,337,891,12620,2354,2276,1123,2053,3616,168,4707,2229,608,5378,638,1597,408,1590,6443,7759,6857,US|0.9997|DQ900965|SH200393.07FU;k:Chromista,-,-,-,-,-,-,-,Unassigned,-
5,315,2338,291,393,0,0,630,823,5129,229,240,513,231,0,0,950,0,2909,0,0,857,312,4585,57850,791,4839,698,529,506,366,901,932,1438,400,2655,1546,158,489,30426,2255,"GSL|100.0|DQ123652|SH199401.07FU;k:Fungi,p:Ascomycota",-,-,-,-,-,-,-,Unassigned,-
17,108,313,250,1151,166,103,715,2965,2404,313,1585,276,161,79,349,258,99,76,50,1017,524,863,333,117,245,1448,931,1810,633,299,3190,13547,12307,770,8369,3877,48,1108,143,1075,"US|0.0000|MF569719|SH220112.07FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales",-,-,-,-,-,-,-,Unassigned,-
28,365,737,349,230,77,736,365,123,39,181,136,338,93,194,0,711,489,2494,60,380,505,289,4724,7958,1454,2775,854,915,370,5991,792,381,205,341,1342,4085,59,0,2387,4148,"GS|99.6|MF570982|SH220112.07FU;k:Fungi,p:Ascomycota",-,-,-,-,-,-,-,Unassigned,-
8,5807,617,788,611,51,5833,233,201,1381,321,554,1392,145,367,706,2555,1588,2159,2196,131,466,52,4057,611,940,404,648,452,35,1660,176,139,909,192,1115,240,52,106,919,5390,GS|98.8|MF569094|SH220112.07FU;k:Fungi,-,-,-,-,-,-,-,Unassigned,-
18,1968,650,1883,2514,105,1757,408,326,1795,869,508,461,230,772,11292,3295,1082,767,1392,103,2411,36,778,0,161,91,703,874,0,259,0,0,206,0,68,0,369,1460,4288,986,GS|98.0|MF570734|SH220112.07FU;k:Fungi,-,-,-,-,-,-,-,Unassigned,-
20,322,1896,416,954,119,1253,2977,2553,2681,915,1157,315,258,1349,1656,529,651,679,466,1189,822,262,783,273,327,926,1110,1335,86,741,1139,2782,1806,247,872,767,1753,3180,573,489,"US|0.7340|MF570366|SH220112.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes",-,-,-,-,-,-,-,Unassigned,-
24,355,319,24,90,316,100,1088,157,197,623,88,186,94,89,71,148,110,107,80,605,6694,514,1391,184,2457,3054,285,187,5441,506,933,2433,600,2130,529,3407,56,603,797,391,"GSL|100.0|AJ876482|SH212842.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes",-,-,-,-,-,-,-,Unassigned,-
22,227,251,0,0,152,80,94,189,231,147,698,0,5514,123,109,330,123,1656,56,4906,4805,6054,281,489,361,142,0,0,222,0,0,125,395,99,688,3102,0,168,140,100,GDL|100.0|MF568716|SH220112.07FU;,-,-,-,-,-,-,-,Unassigned,-
21,2613,127,17,39,51,65,347,2367,177,73,558,111,1299,113,479,82,204,66,37,72,2319,1271,229,58,6167,232,93,63,68,330,7782,352,160,118,516,472,0,0,0,612,"GSL|100.0|HQ703406|SH195295.07FU;k:Fungi,p:Ascomycota",-,-,-,-,-,-,-,Unassigned,-
29,1711,396,469,520,84,689,241,726,1657,322,337,122,1239,721,1392,6059,1870,338,235,125,60,25,340,44,1363,129,168,105,0,116,116,135,329,46,693,473,32,68,144,905,GS|100.0|MF569437|SH220112.07FU;k:Fungi,-,-,-,-,-,-,-,Unassigned,-
34,570,101,0,0,0,382,0,0,118,0,0,0,0,83,0,20517,0,115,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,1456,"GS|99.6|UDB014729|SH526350.07FU;k:Fungi,p:Aphelidiomycota,c:Aphelidiomycetes",-,-,-,-,-,-,-,Unassigned,-
16,141,0,21,122,0,84,0,162,0,0,0,45,0,0,0,589,110,0,0,0,123,0,1980,212,434,78,479,1944,177,453,172,208,140,0,168,0,71,222,11974,2780,"US|0.8868|KU537536|SH190868.07FU;k:Alveolata,p:Ciliophora",-,-,-,-,-,-,-,Unassigned,-
42,54,704,635,3857,3888,43,42,3911,218,342,41,0,0,252,38,47,652,55,23,44,28,0,238,0,0,184,1629,847,492,0,0,844,56,108,0,0,0,0,0,0,US|1.0000|None;k:Fungi,-,-,-,-,-,-,-,Unassigned,-
51,0,55,55,51,0,88,766,0,98,115,162,4093,42,464,0,243,119,1331,4597,307,0,0,263,328,0,0,152,65,0,125,1935,0,136,196,386,877,1005,0,151,199,"GS|100.0|MF570191|SH220112.07FU;k:Fungi,p:Chytridiomycota,c:Chytridiomycetes",-,-,-,-,-,-,-,Unassigned,-
37,69,204,25,345,233,0,0,168,238,4822,280,50,87,21,243,33,78,37,0,1306,227,199,128,0,46,445,85,285,349,0,42,203,403,2639,473,3393,0,285,0,48,"US|0.8836|JX974729|SH013433.07FU;k:Protista,p:Bacillariophyta",-,-,-,-,-,-,-,Unassigned,-
50,100,349,50,598,46,412,2771,1946,1683,374,857,123,139,343,433,702,331,730,314,261,47,285,99,61,25,86,79,186,0,100,497,403,499,72,859,324,0,60,0,690,"US|0.8925|KM493392|SH180802.07FU;k:Alveolata,p:Ciliophora",-,-,-,-,-,-,-,Unassigned,-
23,878,88,61,180,22,2853,1323,46,323,88,69,252,31,122,132,172,122,96,79,0,0,0,184,67,205,152,184,288,0,690,5720,91,470,165,131,34,0,0,0,312,GS|100.0|MF569415|SH220112.07FU;k:Fungi,-,-,-,-,-,-,-,Unassigned,-
46,49,50,48,72,19,47,22,132,416,369,960,63,891,47,53,285,199,103,81,258,49,222,232,77,836,102,20,40,171,1006,221,478,715,211,3364,2319,16,140,490,280,"US|0.7555|MF569807|SH220112.07FU;k:Fungi,p:Ascomycota,c:Pezizomycetes",-,-,-,-,-,-,-,Unassigned,-
27,370,395,368,199,67,92,92,103,581,123,2417,66,192,675,4055,1351,1470,313,342,271,17,92,311,0,338,0,36,0,0,39,35,0,36,35,95,29,15,133,0,66,"US|0.7249|None;k:Fungi,p:Neocallimastigomycota,c:Neocallimastigomycetes",-,-,-,-,-,-,-,Unassigned,-
30,292,0,0,0,0,0,3667,0,719,0,84,0,349,0,0,300,0,68,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,42,0,0,49,8475,309,"US|0.8709|MF571329|SH220112.07FU;k:Alveolata,p:Ciliophora",-,-,-,-,-,-,-,Unassigned,-
33,0,35,0,0,16,30,48,446,242,408,76,39,46,64,49,106,0,19,0,45,188,515,78,26,112,1121,35,35,219,201,730,1339,347,204,1880,175,83,2496,1338,1189,"US|0.0000|KM493820|SH180802.07FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales",-,-,-,-,-,-,-,Unassigned,-
32,76,8000,0,0,466,0,2714,0,0,42,1625,0,0,64,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,US|1.0000|MF569809|SH220112.07FU;k:Fungi,-,-,-,-,-,-,-,Unassigned,-
36,104,825,6,18,282,110,119,380,68,682,133,41,22,22,148,52,48,861,11,118,91,258,84,697,120,1832,19,38,392,191,234,858,109,1238,326,294,0,45,10,120,US|0.9998|KC965151|SH470370.07FU;k:Fungi,-,-,-,-,-,-,-,Unassigned,-
40,0,43,4,0,0,0,0,0,0,0,19,66,0,0,103,17,124,19,0,0,0,226,3528,202,101,1109,102,149,64,161,61,99,213,82,523,121,83,2774,328,388,"SS|0.9000|HQ445422|SH471322.07FU;k:Rhizaria,p:Cercozoa",-,-,-,-,-,-,-,Unassigned,-
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10407,0,0,"SS|0.9900|UDB016559|SH186711.07FU;k:Metazoa,p:Arthropoda,c:Collembola,f:Entomobryidae,g:Lepidocyrtus,s:Lepidocyrtus lignorum",-,-,-,-,-,-,-,Unassigned,-
35,0,636,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,129,55,144,7900,114,170,0,125,67,78,333,84,146,43,0,0,0,212,US|0.9691|KC884311|SH210947.07FU;k:Chromista,-,-,-,-,-,-,-,Unassigned,-
56,80,62,52,15,0,30,102,49,24,13,18,91,51,137,99,664,92,310,12,20,209,16,529,783,250,113,125,50,34,53,235,122,64,0,57,66,181,732,3360,1383,"GSL|100.0|JX188112|SH206549.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia,s:Naganishia albida",-,-,-,-,-,-,-,Unassigned,-
